X,Y,X,Y
515181.558,4049408.356,27.1697182930865,36.5900328433893
515181.558,4048879.108,27.1697078474629,36.5852616639221
516078.494,4048879.108,27.1797342504658,36.5852469675022
516078.494,4049408.356,27.1797453132129,36.5900181444279
